date,home_team_api_id,away_team_api_id,outcome
2011-02-02,6351,10000,A
2011-02-16,10001,9994,A
2010-12-26,9984,9985,H
2010-12-29,8342,9986,H
2011-02-26,9985,8203,H
2010-12-29,9993,6351,D
2011-02-27,9997,9984,A
2010-12-30,10000,9991,D
2010-12-30,9994,9987,D
2010-12-29,8571,8635,A
2010-12-29,9989,10001,H
2011-01-23,8635,9985,H
2011-01-23,9991,9994,H
2011-01-22,9987,8571,H
2011-01-22,9993,10000,H
2011-01-22,9986,8203,D
2011-01-21,6351,8342,A
2011-01-22,10001,9997,H
2011-01-22,9984,9989,H
2011-01-29,8342,9993,H
2011-01-29,9985,10001,H
2011-01-30,9997,9991,D
2011-01-28,10000,9987,A
2011-01-29,9994,6351,A
2011-01-29,8571,9984,H
2011-01-30,8203,8635,D
2011-01-29,9989,9986,H
2011-02-05,8635,9997,H
2011-02-04,9991,9989,H
2011-02-06,9987,8342,H
2011-02-06,9993,9994,D
2011-02-05,9986,10000,H
2011-02-06,6351,9985,A
2011-02-05,10001,8571,H
2011-02-05,9984,8203,A
2011-02-12,8342,10000,H
2011-02-12,8635,9984,H
2011-02-13,9985,9987,A
2011-02-12,9997,6351,D
2011-02-12,9994,9986,D
2011-02-13,8571,9991,A
2011-02-12,8203,10001,H
2011-02-12,9989,9993,D
2011-02-19,8342,9994,H
2011-02-20,9991,9985,H
2011-02-19,9987,8203,H
2011-02-19,9993,8571,H
2011-02-19,10000,9989,D
2011-02-19,9986,9997,H
2011-02-19,6351,9984,D
2011-02-20,10001,8635,H
2011-03-04,8635,9987,D
2011-03-06,9985,8342,D
2011-03-05,9997,9993,H
2011-03-05,9994,10000,H
2011-03-05,8571,9986,H
2011-03-05,8203,9991,D
2011-03-06,9989,6351,D
2011-03-05,9984,10001,A
2011-03-12,8342,8571,H
2011-03-12,9991,9984,H
2011-03-12,9987,10001,A
2011-03-12,9993,8203,D
2011-03-12,10000,9997,A
2011-03-12,9986,9985,A
2011-03-12,9994,9989,D
2011-03-12,6351,8635,D
2010-08-14,8635,9993,H
2010-08-14,9985,9994,D
2010-08-14,9991,6351,H
2010-08-15,9987,9986,H
2010-08-14,8571,9997,H
2010-08-14,8203,9989,H
2010-08-14,10001,10000,D
2010-08-15,9984,8342,H
2011-03-20,8635,9991,H
2011-03-20,9985,9993,H
2011-03-20,9997,9994,A
2011-03-19,8571,10000,D
2011-03-20,8203,6351,H
2011-03-20,9989,8342,D
2011-03-20,10001,9986,D
2011-03-20,9984,9987,A
2010-08-22,8342,8203,A
2010-08-21,9993,10001,D
2010-08-20,9997,9985,H
2010-08-21,10000,9984,H
2010-08-22,9986,9991,A
2010-08-21,9994,8635,A
2010-08-21,9989,8571,A
2010-08-22,6351,9987,A
2010-08-28,8635,10000,D
2010-08-28,9985,8571,H
2010-08-29,9991,9993,H
2010-08-29,9987,9989,H
2010-08-28,9986,6351,H
2010-08-28,8203,9997,D
2010-08-29,10001,8342,A
2010-08-28,9984,9994,D
2010-09-12,8342,9987,D
2010-09-11,9985,9984,H
2010-09-11,9993,9986,H
2010-09-10,9997,8635,A
2010-09-11,10000,6351,D
2010-09-12,9994,10001,H
2010-09-11,8571,8203,H
2010-09-11,9989,9991,D
2010-09-19,8635,8571,H
2010-09-19,9991,10000,H
2010-09-18,9987,9994,H
2010-09-19,9986,8342,A
2010-09-17,8203,9985,H
2010-09-18,6351,9993,A
2010-09-18,10001,9989,H
2010-09-18,9984,9997,H
2010-09-22,8342,6351,H
2010-09-22,9985,9986,H
2010-09-21,9997,9987,A
2010-09-22,10000,9993,H
2010-09-22,9994,9991,H
2010-09-22,8571,10001,A
2010-09-22,8203,9984,D
2010-09-22,9989,8635,D
2010-09-26,8635,8203,H
2010-09-25,9991,9997,H
2010-09-25,9987,10000,H
2010-09-26,9993,8342,H
2010-09-25,9986,9989,A
2010-09-25,6351,9994,A
2010-09-25,10001,9985,A
2010-09-25,9984,8571,H
2011-07-29,1773,8635,H
2011-07-30,9998,9985,D
2011-07-30,9987,9993,H
2011-07-30,9991,9984,A
2011-07-30,9994,10000,D
2011-07-30,8571,9989,D
2011-07-30,8203,9997,H
2011-07-31,8342,10001,H
